Prefix,Code,Name,Lecture Hours:,Lab Hours:,Credit Hours:,Description (Rendered no HTML)
ENV,577,Entomology,3,1,4,"A study is made of insect morphology, taxonomy, development, and life histories. Collection and identification by use of keys are stressed. "
ENV,579,Ichthyology,3,1,4,"You will be introduced to the diversity of fishes and be exposed to the taxonomy, form and function, distribution, natural history, ecology, economic importance, and management of fishes with an emphasis on Colorado and regional species. In laboratory, you will be introduced to approximately 100 representative species and will be expected to learn techniques to identify fish from lab and field collections. 

  "
ENV,477,Entomology,3,1,4,"A study is made of insect morphology, taxonomy, development, and life histories. Collection and identification by use of keys are stressed. "
ENV,584,Sustainable Human Ecology,3,,3,"This course combines two distinct and overlapping disciplines - Human Ecology & Sustainability.  While the former is relatively easily defined, the later is not.  At the heart of this course is an exploration and realistic discussion of who we are as a species, what it means to be human over the past 300,000 years, how we got to be where we are today, evolutionarily, ecologically, culturally, technologically, and how we can move forward in a way that supports and promotes the health of all living communities and the planet which we share. "
ENV,560,Risk Management and  Wilderness First Aid,3,,3,This course will focus on the administrative elements necessary to design and implement safe and effective environmental education programs.  Students will receive their Wilderness First Aid (WFA) certification as part of this course.  
ENV,566,Environmental Education,3,,3,This course explores the field of environmental education through the lens of the North American Association of Environmental Education Guidelines for Excellence. Students will produce standards aligned outdoor lessons utilizing backwards design and implementing pedagogy for a diverse range of learners. These lessons will include formative and summative assessment techniques for evaluation of the experience.    
GEOG,105,Physical Geography,3,3,4,"Comprehensive introduction to physical geography, including maps and representation of the earth's surface, the climate system and weather phenomena, plate tectonics, landform evolution and interpretation, and human-landscape interactions. Satisfies lab science. "
GEOG,106,Cultural Geography I,3,0,3,"Cultural geography of the major world developed regions other than the United States--Europe, Australia and New Zealand, the former Soviet Union, Canada and Japan. The course emphasizes the regional approach. "
GEOG,107,Cultural Geography II,3,0,3,Cultural geography of the world's underdeveloped realms-the countries of Middle and South Americas and Africa. The course emphasizes the regional approach. 
GEOG,108,Cultural Geography III,3,0,3,"An introduction to cultural geography of selected world realms, namely The Middle East, South Asia, East Asia, Southeast Asia, and The Pacific Realm. Cultural imprints on the physical landscape will be discussed and regional approach emphasized. "
GEOG,207,Seminar,6,0,3,(Hours to be arranged each term.) 
GEOG,307,Seminar,6,0,6,(Hours to be arranged each term.) 
GEOG,407,Seminar,12,0,12,(Hours to be arranged each term.) 
GEOG,305,Geomorphology,3,3,4,"Principles and practices of landform analysis, focusing on processes, patters, and their interactions. Emphasis on tectonic interactions; mountains; rivers; fans and deltas; glacial and periglacial landscapes; and coastlines. "
GEOG,315,Climatology & Atmospheric Sci,3,3,4,"Overview and analysis of earth's climate system, focusing on radiative processes; heat distribution and budgeting; atmospheric chemistry, circulation, and precipitation; ocean-land-atmospheric interactions; and long- and short-term climate change. "
GEOG,335,Soils,3,3,4,"Processes and patterns of soil genesis and evolution, including weathering; profile development and identification; soil classification and mapping; abiotic-biotic components and interactions; and tilth, soil quality, and conservation. "
GEOL,201,Physical Geology,3,3,4,"A brief systematic description of the major rock-forming minerals and the three major rock groups. The events of erosion, transportation, and deposition of chemically altered and physically fragmented rocks and the resulting sculpturing of the earth's surface are discussed. "
GEOL,107,Seminar,0,0,15,(Hours to be arranged each term.) 
GEOL,207,Seminar,4,0,4,(Hours to be arranged each term.) 
GEOL,307,Seminar,0,0,15,(Hours to be arranged each term.) 
GEOL,407,Seminar,0,0,15,(Hours to be arranged each term.) 
GIS,103,The Digital Earth,2,3,3,"Introduction to the digital representation of the features and attributes of our natural world. Concepts, vocabulary, and use of GIS and GPS, and how these systems help solve geospatial problems. Integration of GPS data into GIS. Acquisition of GIS data via ""smart phones"". "
GIS,107,Seminar,0,0,15,(Hours to be arranged each term.) 
GIS,207,Seminar,6,0,6,(Hours to be arranged each term.) 
GIS,307,Seminar,0,0,15,(Hours to be arranged each term.) 
GIS,407,Seminar,4,0,4,(Hours to be arranged each term.) 
GIS,134,Geographic Information Systems,1,6,3,"Coordinate systems. Creating, editing, and querying feature and attribute data. Symbolizing, classifying, and labeling features. Creating and using tabular relationships. Introduction to elements of map design, Shapefile-KML and CAD-GIS data conversion. Introduction to ModelBuilder software. Use of raster data, analyzing raster surfaces. Use of web-based GIS applications and services. Extensive use of ArcGIS software. "
GIS,205,Mobile and Web GIS,2,3,3,Theory and operation of GPS. Use of GPS and smart phones for field data collection. Creation and use of apps for data collection via smart phones. Web mapping. Real-time GIS. Creation of 3D scenes. Extensive use and creation of web-based GIS applications and services. 
GIS,306,Geospatial Raster Analysis,3,3,4,"Manipulation and storage of raster data. Measurement scales. Map algebra. Georeferencing raster datasets. Least-cost path and corridor modeling techniques. Distance, surface and density mapping techniques. Use of local, focal, block, and zonal statistical functions. Viewshed and hydraulic analyses. "
GIS,316,Geospatial Vector Analysis,3,3,4,"This course provides the knowledge and skills to investigate the spatial patterns resulting from social and physical processes on the Earth. Essential theoretical concepts of quantitative geography are examined, including mapping the most and least, mapping density, finding what's inside, finding what's nearby, mapping change, understanding data distribution, and measuring geographic distribution. "
GIS,332,Python for Geospatial Analysis,2,3,3,"This course introduces the basics of Python programming and geographic data analysis for spatial thinkers who understand location and space. This course introduces how to build blocks for processing, analyzing and visualizing spatial data using open-source Python packages. "
GIS,426,Geospatial Vector Analysis II,3,3,4,"Advanced geospatial analysis. Extensive use and creation of relationship classes. Extensive use of sub types, domains, validation rules, and cardinalities. Use and creation of networks for geospatial analysis. Routing. Conflation. Quantitative assessment of geographic patterns and distributions. Geostatistics. "
GIS,432,Customizing the GIS Envirn II,3,3,4,Advanced mobile GIS data collection techniques. GIS server environment. Hosting feature and geoprocessing services. Server site configuration and administration. Developing mobile and serve GIS applications. 
GIS,446,GIS Database Development,1,3,2,"Advanced geodatabase design. Study, use, design, and creation of data models. Design and creation of user interfaces for data entry. Capstone experience for the GIS option. "
GIS,435,Remote Sensing II,3,3,4,"This course explores how remote sensing systems provide and analyze geospatial information. Recent developments in Earth observation, such as imaging radar, LiDAR, and hyperspectral sensors, are increasing the wealth of information generated from remotely sensed data sources. "
GIS,526,Geospatial Vector Analysis II,3,,3,"This course aims to provide students with the essential skills and knowledge to find suitable locations, rate suitable locations, model paths, model flow, model interaction, and build networks.   "
GIS,535,Remote Sensing II,3,3,4,"This course explores how remote sensing systems provide geospatial information that is relevant, accurate, timely, accessible, available in an appropriate format, and cost-effective. Recent developments in Earth observation, such as imaging radar, LiDAR, and hyperspectral sensors, are increasing the wealth of information that can be generated from remotely sensed data sources. Consequently, numerous new GIS applications that rely on advanced remotely sensed data sources have emerged at local, regional and global scales.   "
GME,107,Seminar,0,0,15,(Hours to be arranged each term.) 
GME,207,Seminar,0,0,15,(Hours to be arranged each term.) 
GME,307,Seminar,0,0,15,(Hours to be arranged each term.) 
GME,407,Seminar,12,12,12,(Hours to be arranged each term.) 
GME,161,Plane Surveying I,3,3,4,"Fundamental concepts of plane surveying including theory of measurements, systematic and random errors. Distance and angle measurement using total stations and differential leveling. Calculation of bearings, azimuths, coordinates, area and traverse adjustments. Introduction to horizontal and vertical curve computations. "
GME,162,Plane Surveying II,2,6,4,"Digital theodolites and data collectors, instrument testing and observational error analysis. Theory of leveling. Solar observation and computation. E.D.M. use and calibration. Field labs including solar observations, traversing, leveling and horizontal curve layout. Introduction to COGO software. "
GME,163,Route Surveying,2,6,4,"Laboratory  intensive project overview including horizontal and vertical control for preliminary location and construction surveys for a secondary road. Instruction in basic elements of horizontal and vertical route alignment and layout. Determination of earthwork quantities. CAD drafting of plan, profile and cross-sections. "
GME,241,Boundary Law I,3,0,3,"Statute law, common law, and legal principles relating to land boundaries. Each student will be required to use the county law library to research assigned cases. "
GME,242,Land Descrip & Cadastre,2,0,2,"Real property descriptions and land record systems. Emphasis on interpreting and writing land descriptions, and introduction to researching records in various Land Information Systems. "
GME,264,Digital Design for Surveying,0,6,2,"Use of Carlson software to solve and plot assignments covering travers calculations, horizontal and vertical curve alignments, profiles and earthwork volumes. Hand calculations will be made to supplement the computer solutions. "
GME,343,Boundary Surveys,4,0,4,"Planning, organizing, calculating and applying field procedures for boundary and cadastral surveys. Writing deed descriptions; researching public record systems relative to property boundaries. "
GME,351,Constr/Engr Surveying,2,3,3,"Organizing, planning and estimating costs for construction and engineering surveying projects. Field projects related to construction, layout of engineering works and site mapping. "
GME,372,Subdiv'n Planning and Platting,3,0,3,"Land use planning; governmental regulations as applied to subdivisions; subdivision planning, computations and preparation of subdivision plots. "
GME,395,Cooperative Field Experience,0,40,4,"An approved work program related to geomatics practice involving full-time meaningful activity. The employer, type of work and level of difficulty must be approved by the Geomatics Co-op Coordinator prior to the work period. Progress reports are prepared by the student during the work period and submitted for review. A comprehensive written report is required at the end of each co-op period. A co-op period may be three months for 2 credits or six months for 4 credits. A tuition fee is required for credits earned by co-op work experience. "
GME,495,Cooperative Field Experience,0,40,4,"An approved work program related to the geomatics practice involving full-time meaningful activity. The employer, type of work and level of difficulty must be approved by the Geomatics Co-Op Coordinator prior to the work period and submitted for review. A comprehensive written report is required at the end of each co-op period. A co-op period may be three months for 2 credits or six months for 4 credits. A tuition fee is required for credits earned by co-op work experience. "
GME,396,Cooperative Field Practice,0,40,2,"Three month, two credit hour version of GME 395 and GME 495. "
GME,496,Cooperative Field Practice,0,40,2,"Three month, two credit hour version of GME 395 and GME 495. "
GME,425,Remote Sensing,3,3,4,"Topics in remote sensing and photogrammetry including an introduction to classic digital image processing techniques. Digital surface modeling using terrestrial and aerial LiDAR, and semi-global matching image processing. Students use softcopy image processing software. "
GME,444,Adjustment by Least Squares,4,0,4,"Theory of the least squares method and error propagation; variances and co-variances of observed, derived and adjusted quantities. Modeling of geomatics problems using different techniques of least squares. Linearization and iteration of nonlinear equations. Adjustment validation using hypothesis testing. "
GME,451,Geodesy,4,0,4,"Size and shape of the earth. Geometry of the reference ellipsoid. Spherical, ellipsoidal and local coordinate systems. Coordinate transformations in 2-D and 3-D. Datums and datum conversion. Reduction of field observations to the ellipsoid. The geoid, orthometric heights, and leveling. "
GME,452,Map Projections,2,3,3,"Overview of map projections used in cartography, and conformal map projections used in the geomatics profession. Emphasis on state plane coordinate systems and local map projections. Extensive use of Excel for analysis and computations. "
GME,454,GNSS Surveying,2,6,4,Study of the theory and operation of the Global Positioning System and other Global Navigation Satellite Systems. Design of GPS networks in accordance with current standards and specifications. Laboratory exercises introduce the student to a variety of GNSS applications. 
GME,466,Boundary Law II,3,0,3,"Evidence, professional liability, written and unwritten transfers of land ownership and title interests. A term paper is required of each student. "
GME,468,Geomatics Practicum,1,3,2,Students design and complete a Geomatics project. Students demonstrate ability to work independently. Projects are under the supervision of faculty members and comply with any related state statutes and local ordinances. 
GME,497,CFedS,4,0,4,Provides academic credit for licensed professional land surveyors who successfully completed the rigorous BLM Certified Federal Surveyor (CFedS) examination. 
GME,175,Computations and Planning,2,3,2,Coordinate geometry concepts with emphasis on solutions to standard surveying computations. Introduction to calculator and Excel spreadsheet computations. Introduction to map composition and platting using industry standard software. 
HED,107,Seminar,0,0,15,(Hours to be arranged each term.) 
HED,207,Seminar,0,0,12,(Hours to be arranged each term.) 
HED,307,Seminar,0,0,15,(Hours to be arranged each term.) 
HED,407,Seminar,0,0,12,(Hours to be arranged each term.) 
HED,240,Emergency Care and CPR,2,0,2,"Comprehensive coverage of emergency care for a wide variety of injuries or illnesses. Course content includes artificial respiration and cardiopulmonary resuscitation, wounds, and bleeding; shock; burns; poisonings; bone, joint, and muscle injuries; cold and heat-related injuries; alcohol and drug emergencies; and methods of transportation. Emphasis on victim examination, evaluation, and assessment tools and appropriate immediate and temporary care. "
HED,260,Diet/Exer Life Fitness,2,0,2,"Practical concepts of nutrition and exercise, their role in disease risk, obesity, and weight control. Consumer concerns, advertising, fads, gimmicks. Fitness and dietary evaluations. "
HED,275,Intro to Sports Medicine,2,3,3,An introduction to the principles and practice of sports medicine. Emphasis on the prevention and treatment of common sports injuries. Instruction includes understanding the basic mechanisms behind injury and practical experience in preventative measures and basic treatment. 
HIST,107,Seminar,0,0,15,(Hours to be arranged each term.) 
HIST,207,Seminar,6,0,6,(Hours to be arranged each term.) 
HIST,307,Seminar,6,0,6,(Hours to be arranged each term.) 
HIST,407,Seminar,12,1,12,(Hours to be arranged each term.) 
HIST,201,US History,3,0,3,"The historical development of the United States, its economic, political, and social institutions from the colonial period to the present. Courses need not be taken in sequence. HIST 201: Pre-Columbian and colonial times to 1840. HIST 202: 1840, Westward expansion and the Civil War to 1899. HIST 203: 1900 to present. "
HIST,202,US History,3,0,3,"The historical development of the United States, its economic, political, and social institutions from the colonial period to the present. Courses need not be taken in sequence. HIST 201: Pre-Columbian and colonial times to 1840. HIST 202: 1840, Westward expansion and the Civil War to 1899. HIST 203: 1900 to present. "
HIST,203,US History,3,0,3,"The historical development of the United States, its economic, political, and social institutions from the colonial period to the present. Courses need not be taken in sequence. HIST 201: Pre-Columbian and colonial times to 1840. HIST 202: 1840, Westward expansion and the Civil War to 1899. HIST 203: 1900 to present. "
HIST,275,Intro to Hist of Medicine,3,0,3,"Introduction to the history of medicine, with a focus on American medicine in the 19th and 20th centuries. Topics include medical professionalization, the social, technological and economic structure of the medical industry, and medicine in popular culture. "
HIST,356,A History of Energy,3,0,3,"Study of emphasis societies place on the development, safeguarding and exploitation of energy resources. Development of energy resources since the Industrial Revolution; exploitation of energy resources; oil schocks of the 1970's, glut of the 1980s; the modern energy paradigm. "
HIST,452,Globalization & Pac NW,3,0,3,"This seminar addresses globalization in the PNW. Topics include colonialism, mercantilism, markets, imperialism, and cultural exchange. PNW industries involved in globalization such as timber, fishing, agriculture, tourism, and oil will be examined. Social movements and protests will also be considered. "
HIST,255,History of Science,3,0,3,This class examines the historical development of science from its origins to the present day and uses this as a basis for addressing some foundational questions about the nature of science and scientific reasoning. 
HUM,105,"EAC: Text, Images, Games",3,0,3,"Introduction to the methods of literary analysis and cultural studies. How to effectively and thoroughly analyze, discuss and criticize the meanings behind literature, visual art, film, the graphic novel, and video games from the perspective of literary studies. "
HUM,107,Seminar,0,0,15,(Hours to be arranged each term.) 
HUM,207,Seminar,12,0,12,(Hours to be arranged each term.) 
HUM,307,Seminar,6,0,6,(Hours to be arranged each term.) 
HUM,407,Seminar,6,0,6,(Hours to be arranged each term.) 
HUM,125,"Intro Tech, Soc, Value",3,0,3,"An introduction to the relationship of economic, political and social contexts to technological development with a focus on human values. "
HUM,147,West Cult in the Classical Age,3,0,3,"Study of the ideas and values from the classical period which have profoundly influenced Western culture. Readings and discussion will focus on arts, literature, and philosophy. "
HUM,148,West Cult in the Medieval Age,3,0,3,"Study of the ideas and values from the early Medieval to the Renaissance period which have profoundly influenced Western culture. Readings and discussion will focus on arts, literature, and philosophy. "
HUM,235,Introduction to Film,3,3,4,"Introduction to film history and appreciation. Students will engage with film across periods, genres, and national traditions to develop their understanding and analysis of the art of cinema. Film making techniques and the evolution of film culture are addressed. "
HUM,345,Digital Culture and Society,3,0,3,"In this class, students will study and analyze internet culture through a humanistic lens. Topics discussed may include online identity construction, social media's effects on relationships, the digital divide, the internet's influence on politics, and online representation for marginalized groups. "
HUM,335,Video Game Studies,3,0,3,"Students will read essays and criticism about video games, including traditional console and PC games, 'serious games,' and social-media-powered games. If possible, some assignments will also involve playing the games we discuss. "
JOUR,107,Seminar,0,0,15,(Hours to be arranged each term.) 
JOUR,207,Seminar,6,0,6,(Hours to be arranged each term.) 
JOUR,307,Seminar,0,0,15,(Hours to be arranged each term.) 
JOUR,407,Seminar,6,0,6,(Hours to be arranged each term.) 
JOUR,211,Intro to Journalism,3,0,3,"Practical experience and training in the elementary principles of newspaper writing and reporting. Covers various genres of journalistic writing, the reporting process, and journalistic ethics.  "
LIS,305,Research Strategies,3,0,3,"Designed to guide students in senior projects, professional and graduate research. Understand information access, use, and synthesis, literature reviews, inquiry development, and research design. Recognize and practice ethical information use across professions. Articulate applications and limitations of researched topics. "
LIT,104,Intro to Literature,3,0,3,"Literature and the nature of literary experience through reading prose and poetry drawn from American and other Literatures. Works representing prinicpal literary types are read in their entirety when possible, with emphasis on such elements as structure, style, characterization, imagery, and symbolism. "
LIT,105,Intro to Literature,3,0,3,"Literature and the nature of literary experience through reading prose and poetry drawn from American and other Literatures. Works representing prinicpal literary types are read in their entirety when possible, with emphasis on such elements as structure, style, characterization, imagery, and symbolism. "
LIT,106,Intro to Literature,3,0,3,"Literature and the nature of literary experience through reading prose and poetry drawn from American and other Literatures. Works representing prinicpal literary types are read in their entirety when possible, with emphasis on such elements as structure, style, characterization, imagery, and symbolism. "
LIT,107,Seminar,6,0,6,(Hours to be arranged each term.) 
LIT,207,Seminar,6,0,6,(Hours to be arranged each term.) 
LIT,307,Seminar,6,0,6,(Hours to be arranged each term.) 
LIT,407,Seminar,6,0,6,(Hours to be arranged each term.) 
LIT,305,Ecol Issues in Nature Writing,3,0,3,Students will study how our perception of the environment has changed over the last two hundred years of Western culture. We will analyze the works of well-known nature writers as well as other related texts from a literary studies perspective. 
LIT,315,Science Fiction Lit & Film,3,0,3,"Study of science fiction literature and film as expressions of the relationship between technology and culture(s). Approach will primarily be from a literary analysis perspective, with elements of film studies included. "
LIT,325,The Metropolis,3,0,3,"Study of the history of the modern city in Western culture from a cultural studies perspective. Students discuss works of literature, film, and new media dealing with our understanding of urban space over time. "
LIT,345,Postapocalyptic Lit & Film,3,0,3,"Inquiry into the recent popularity of postapocalytpic-themed literature and films. Study of postapocalyptic subgenres including natural disasters, rogue artificial intelligence, zombies, etc. and the historicultural context from which they each have emerged. "
LIT,346,Creative Writing,3,0,3,"Examines the elements, structures and traditions of fiction writing through readings, discussions, and creative writing exercises. For students interested in writing fiction. "
MATH,70,Elementary Algebra,4,0,4,"For students whose preparation contains no algebra background or whose placement examination scores do not qualify for entry into Intermediate Algebra. The topics covered stress the fundamental properties of algebra, solving equations, and manipulating algebraic fractions. Credits earned apply for enrollment (eligibility) but do not apply toward a degree. An additional fee is required above regular tuition. 

Note: Unless otherwise indicated with F, W, S courses will be offered as often as requested. "
MATH,97,Algebra Review,2,0,2,"Structured review for students whose Math Placement score may not reflect an accurate evaluation or students who want a refresher but who do not require a math placement. The course has individualized directed study using a comprehensive programmed instructional technology. 

Course is graded P/NP. 

Note: Unless otherwise indicated with F, W, S courses will be offered as often as requested. "
MATH,100,Intermediate Algebra,4,0,4,"Fundamentals of algebra, linear and quadratic equations, systems of equations, inequalities, functions and graphs, radicals and exponents, and stated problems. (May not be used for graduation credit.) "
MATH,101,Accelerated Algebra,4,0,4,"An accelerated algebra course with topics ranging from Elementary Algebra (MATH 70) to College Algebra (MATH 111). For entering students with good high-school algebra backgrounds. All students will start in Elementary Algebra, and may receive credit for one of MATH 70, MATH 100, or MATH 111, depending on individual level of achievement.  An additional self-support course fee is required. "
MATH,105Z,Math in Society,4,0,4,"An exploration of present-day applications of mathematics focused on developing numeracy. Major topics include quantitative reasoning and problem-solving strategies, probability and statistics, and financial mathematics; these topics are to be weighted approximately equally. This course emphasizes mathematical literacy and communication, relevant everyday applications, and the appropriate use of current technology. "
MATH,107,Seminar,0,0,15,(Hours to be arranged each term.) 
MATH,207,Seminar,6,0,6,(Hours to be arranged each term.) 
MATH,307,Seminar,6,0,6,(Hours to be arranged each term.) 
MATH,407,Seminar,6,0,6,(Hours to be arranged each term.) 
MATH,111Z,Precalculus I: Functions,4,0,4,"A course primarily designed for students preparing for trigonometry or calculus. This course focuses on functions and their properties, including polynomial, rational, exponential, logarithmic, piecewise-defined, and inverse functions. These topics will be explored symbolically, numerically, and graphically in real-life applications and interpreted in context. This course emphasizes skill building, problem solving, modeling, reasoning, communication, connections with other disciplines, and the appropriate use of present-day technology "
MATH,112Z,Precalculus II: Trigonometry,4,0,4,"A course primarily designed for students preparing for calculus and related disciplines. This course explores trigonometric functions and their applications as well as the language and measurement of angles, triangles, circles, and vectors. These topics will be explored symbolically, numerically, and graphically in real-life applications and interpreted in context. This course emphasizes skill building, problem solving, modeling, reasoning, communication, connections with other disciplines, and the appropriate use of present-day technology. "
MATH,221,Intro to Computational Sftware,2,0,2,"Solve applied problems involving formulas, functions, summations and iteration using Excel and MATLAB. Use built-in functions and graphing capabilities of MATLAB and Excel. Do vector and matrix calculations and write files using MATLAB. Write and execute macros in Excel. "
MATH,251,Differential Calculus,4,0,4,"Theory, computational techniques and applications of the derivative. "
MATH,252,Integral Calculus,4,0,4,Computational techniques for and applications of the definite and indefinite integrals. 
MATH,253,Sequences and Series,4,0,4,"Indeterminate forms and improper integrals. Infinite sequences and series, convergence, power series. Taylor series and applications. 

Note: Unless otherwise indicated with F, W, S courses will be offered as often as requested. "
MATH,254,Vector Calculus I,4,0,4,"Vectors, vector functions, and curves in two and three dimensions. Surfaces, partial derivatives, gradients, and directional derivatives. Multiple integrals using rectangular and other coordinate systems. Physical and geometric applications. 

Note: Unless otherwise indicated with F, W, S courses will be offered as often as requested. "
MATH,311,Introduction to Real Analysis,4,0,4,"A one quarter stand alone course on topics in real analysis, covering properties of real numbers, completeness axiom, continuity, convergence of sequences and series of real numbers, convergence of sequences and series of functions. Emphasis will be placed on proofs. "
MATH,321,Appl Diff Equation I,4,0,4,"The first in a two term sequence on the solutions of ordinary differential equations. Introduction to differential equations, first and second order equations with applications. "
MATH,322,Appl Diff Equation II,4,0,4,"The second in a two quarter sequence on the solutions of ordinary differential equations. Introduction to systems of equations, the Laplace transform and series solutions. "
MATH,327,Discrete Mathematics,4,0,4,"Introduction to proof and mathematical abstraction. Topics include sets, set operations, functions, relations, sequences, series, recurrence relations, mathematical induction, equivalence relations. "
MATH,341,Linear Algebra I,4,0,4,"The study of vectors and matrices in Euclidean space, their geometric interpretations and application to systems of equations.  Includes linear independence of vectors, basis and dimension, introduction to linear transformations, eigenvalues and eigenvectors, diagonalization, determinants. "
MATH,342,Linear Algebra II,4,0,4,"A continuation of the topics of MATH 341 to the setting of abstract vector spaces. Includes the study of orthogonality, inner spaces, eigenvalues and eigenvectors, matrix decompositions and a more advanced study of linear transformations. "
MATH,346,Number Theory,4,0,4,"A proof-based course in the theory of integers, including divisibility, primes, Euclid's Algorithm, Euler's Theorem, and an introduction to algebraic structures. The course also includes applications of number theory such as RSA encryption. "
MATH,347,Fundmtls of Abstract Algebra,4,0,4,Introduction to group theory and algebraic structures with applications. 
MATH,354,Vector Calculus II,4,0,4,"Review of vector functions, space curves, gradients, and directional derivatives. Introduction to vector analysis: vector fields, divergence, curl, line integrals, surface integrals, conservation fields, and the theorems of Gauss, Green and Stokes with application to force, work, mass and charge. "
MATH,361,Statistical Methods I,4,0,4,"Descriptive statistics, experimental design, introduction to probability, common probability distributions, random variables, sampling distributions, hypothesis testing and confidence intervals for means using one or two samples, simple linear regression. "
MATH,362,Statistical Methods II,4,0,4,"Review of interential statistics, analysis of variance one factor and two factor, simple and multiple regression, analysis of categorical data using tests and confidence intervals for proportions and chi-square tests, correlation, goodness of fit, non-parametric tests. Data sets used will come from various fields including: business, psychology, biology, environmental science, engineering, manufacturing and communication. "
MATH,371,Finite Math/Calc I,4,0,4,"Linear functions, matrices, linear programming, mathematics of finance, derivatives and their applications. The integral and its applications, and calculus of several variables. (MATH 371 cannot be used for graduation credit by students who have taken MATH 251). "
MATH,372,Finite Math/Calc II,4,0,4,"Linear functions, matrices, linear programming, mathematics of finance, derivatives and their applications. The integral and its applications and calculus of several variables. (MATH 371 cannot be used for graduatio credit by students who have taken MATH 251). "
MATH,421,Applied Partial Diff Equations,4,0,4,"The first course in a three quarter sequence in applied partial differential equations. Modeling physical systems using differential equations, classifying differential equations and introduction to the methods of solving partial differential equations (separation of variables, Fourier series, transform methods). "
MATH,422,Applied Partial Diff Equtns II,4,0,4,The second course in a three quarter sequence in applied partial differential equations. Introduction to solution techniques using eigenvalues and eigenfunctions. Presentation of eigenfunctions which form orthogonal bases such as Bessel functions and Legendre polynomials. 
MATH,423,Applied Partial Diff Equ III,4,0,4,"The third course in a three term sequence. Applications of linear and weakly nonlinear partial differential equations. Analytical solution techniques for parabolic, elliptic, and hyperbolic equations. Green's functions, integral methods, shocks, and the method of characteristics. "
MATH,451,Numerical Methods I,4,0,4,"Computer applications of matrix methods, iterative solutions of equations, and systems of equations, polynomial interpolation and curve fitting, numerical differentiation and integration. "
MATH,452,Numerical Methods II,4,0,4,"Numerical solution of ordinary differential equations. Numerical solution of initial-value problems using Runge-Kutta methods and linear multistep methods; introduction to boundary value problems. Analysis of stability, accuracy, and implementation of methods. "
MATH,453,Numerical Methods III,4,0,4,"Numerical solution of partial differential equations. Numerical solution of boundary value problems and intitial-boundary value problems using finite difference and finite element methods. Analysis of stability, accuracy, and implementation of methods. "
MATH,465,Mathematical Statistics,4,0,4,"Counting techniques, probability, discrete and continuous random variables and distribution functions, joint probability distributions; expected value, variance and covariance; decision making. "
MATH,310,Mathematical Structures,4,0,4,"Introduction to proof and mathematical abstraction. Topics include logical statements, sets, set operations, functions, and relations. "
MECH,107,Seminar,0,0,15,(Hours to be arranged each term.) 
MECH,207,Seminar,0,0,15,(Hours to be arranged each term.) 
MECH,307,Seminar,0,0,15,(Hours to be arranged each term.) 
MECH,407,Seminar,6,3,6,(Hours to be arranged each term.) 
MECH,221,Statics,3,0,3,Fundamental principles of mechanics if rigid bodies and the application of these principles to engineering problems. 
MECH,222,Strength of Materials I,3,0,3,Internal stresses and deformations of structural members and machines when subjected to external forces. 
MECH,223,Strength of Materials II,2,3,3,Internal stresses and deformations of structural members and machines when subjected to external forces. Analysis of stress in pressure vessels and column buckling. 
MECH,404,Co-op Field Practice,0,6,6,"(Terms and hours to be arranged with approval of the curriculum coordinator.)  An approved work program related to the student's field of specialization for a continuous three-month period. The employer and the type, level, and difficulty of the particular job must be approved prior to the employement period. A written comprehensive report must be submitted during the following term of residence. "
MECH,313,Thermodynamics II,3,0,3,"Application of laws andprinciples of thermodynamics to real thermodynamic cycles. Teaches analysis of performance and design of internal and external combustion engines, steam generators, heat pumps, compressors, and refrigeration machinery. "
MECH,315,Machine Design I,3,0,3,Study of stress and fatigue analysis as applied to machine elements. 
MECH,316,Machine Design II,3,0,3,"A study of power transmission systems components,  selection, and application to power transmission systems. Special consideration is given to the dynamic characteristics of the systems. "
MECH,318,Fluid Mechanics,3,3,4,"Covers fluid properties, fluid statics, conservation laws, pipe flow, drag, lift fluid dynamics, measurement of flow, viscous flow, laminar, and turbulent flow, and forces due to fluid motion. "
MECH,323,Heat Transfer I,3,0,3,"An introduction to the three modes of heat transfer, conduction, convection, and radiation. Teaches the analytical and empirical techniques used for solving problems in heat transfer, including those for which computer application is most suited. "
MECH,351,Finite Element Analysis,2,3,3,This course is an introduction to the use of finite analysis (FEA) in the solution of mechanical engineering problems. Existing FEA computer codes are used. 
MECH,360,Engineering Materials II,3,0,3,"Theis course extends the MET 160 Engineering Materials I course using a more theoretical approach. Subjects include metals, polymers, ceramics, and composities. "
MECH,363,Engineering Instrumentation,2,3,3,"Study of measurement techniques and equipment used in mechanical engineering. Instrumentation for measurements in mechanics, thermodynamics, fluid dynamics, and electrical systems are considered.  Methods of calibration, correction, and data reduction are presented. "
MECH,405,Reading and Conference,12,0,12,(Hours to be arranged each term.) 
MECH,417,Fluid Mechanics II,2,3,3,"Fluid Kinematics, differential analysis, similitude and modeling, and compressible flow. Computational fluid dynamics is introduced. An alternative to MECH 418. MECH 417 covers less topics/theory but does include a laboratory session. "
MECH,418,Fluid Mechanics II,3,0,3,"A continuation of the study of the principles and applications of fluids in engineering, including: fluid kinematics, dimensional analysis and modeling, differential analysis of fluid flow, Navier-Stokes equations, compressible flow, open-channel flow, and turbomachinery. An alternative to MECH 417. MECH 418 covers more topics/theory but does not include a laboratory session. "
